Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,070338,1996,01,01,8.6,1,Y
IDCJAC0009,070338,1996,01,02,34.0,1,Y
IDCJAC0009,070338,1996,01,03,4.8,1,Y
IDCJAC0009,070338,1996,01,04,6.4,1,Y
IDCJAC0009,070338,1996,01,05,0.0,1,Y
IDCJAC0009,070338,1996,01,06,0.0,1,Y
IDCJAC0009,070338,1996,01,07,0.6,1,Y
IDCJAC0009,070338,1996,01,08,0.0,1,Y
IDCJAC0009,070338,1996,01,09,8.0,1,Y
IDCJAC0009,070338,1996,01,10,0.6,1,Y
IDCJAC0009,070338,1996,01,11,0.0,1,Y
IDCJAC0009,070338,1996,01,12,0.0,1,Y
IDCJAC0009,070338,1996,01,13,0.0,1,Y
IDCJAC0009,070338,1996,01,14,0.0,1,Y
IDCJAC0009,070338,1996,01,15,0.0,1,Y
IDCJAC0009,070338,1996,01,16,0.0,1,Y
IDCJAC0009,070338,1996,01,17,0.0,1,Y
IDCJAC0009,070338,1996,01,18,0.0,1,Y
IDCJAC0009,070338,1996,01,19,2.0,1,Y
IDCJAC0009,070338,1996,01,20,12.2,1,Y
IDCJAC0009,070338,1996,01,21,1.0,1,Y
IDCJAC0009,070338,1996,01,22,0.0,1,Y
IDCJAC0009,070338,1996,01,23,0.0,1,Y
IDCJAC0009,070338,1996,01,24,0.0,1,Y
IDCJAC0009,070338,1996,01,25,5.8,1,Y
IDCJAC0009,070338,1996,01,26,0.0,1,Y
IDCJAC0009,070338,1996,01,27,0.0,1,Y
IDCJAC0009,070338,1996,01,28,0.0,1,Y
IDCJAC0009,070338,1996,01,29,0.0,1,Y
IDCJAC0009,070338,1996,01,30,0.0,1,Y
IDCJAC0009,070338,1996,01,31,0.0,1,Y
IDCJAC0009,070338,1996,02,01,0.0,1,Y
IDCJAC0009,070338,1996,02,02,0.0,1,Y
IDCJAC0009,070338,1996,02,03,0.0,1,Y
IDCJAC0009,070338,1996,02,04,0.0,1,Y
IDCJAC0009,070338,1996,02,05,0.0,1,Y
IDCJAC0009,070338,1996,02,06,0.0,1,Y
IDCJAC0009,070338,1996,02,07,0.0,1,Y
IDCJAC0009,070338,1996,02,08,0.0,1,Y
IDCJAC0009,070338,1996,02,09,1.8,1,Y
IDCJAC0009,070338,1996,02,10,0.2,1,Y
IDCJAC0009,070338,1996,02,11,7.2,1,Y
IDCJAC0009,070338,1996,02,12,0.2,1,Y
IDCJAC0009,070338,1996,02,13,0.0,1,Y
IDCJAC0009,070338,1996,02,14,0.0,1,Y
IDCJAC0009,070338,1996,02,15,0.0,1,Y
IDCJAC0009,070338,1996,02,16,0.0,1,Y
IDCJAC0009,070338,1996,02,17,0.0,1,Y
IDCJAC0009,070338,1996,02,18,0.0,1,Y
IDCJAC0009,070338,1996,02,19,0.0,1,Y
IDCJAC0009,070338,1996,02,20,0.0,1,Y
