Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,070109,1953,01,01,,,
IDCJAC0009,070109,1953,01,02,,,
IDCJAC0009,070109,1953,01,03,,,
IDCJAC0009,070109,1953,01,04,,,
IDCJAC0009,070109,1953,01,05,,,
IDCJAC0009,070109,1953,01,06,,,
IDCJAC0009,070109,1953,01,07,,,
IDCJAC0009,070109,1953,01,08,,,
IDCJAC0009,070109,1953,01,09,,,
IDCJAC0009,070109,1953,01,10,,,
IDCJAC0009,070109,1953,01,11,,,
IDCJAC0009,070109,1953,01,12,,,
IDCJAC0009,070109,1953,01,13,,,
IDCJAC0009,070109,1953,01,14,,,
IDCJAC0009,070109,1953,01,15,,,
IDCJAC0009,070109,1953,01,16,,,
IDCJAC0009,070109,1953,01,17,,,
IDCJAC0009,070109,1953,01,18,,,
IDCJAC0009,070109,1953,01,19,,,
IDCJAC0009,070109,1953,01,20,,,
IDCJAC0009,070109,1953,01,21,,,
IDCJAC0009,070109,1953,01,22,,,
IDCJAC0009,070109,1953,01,23,,,
IDCJAC0009,070109,1953,01,24,,,
IDCJAC0009,070109,1953,01,25,,,
IDCJAC0009,070109,1953,01,26,,,
IDCJAC0009,070109,1953,01,27,,,
IDCJAC0009,070109,1953,01,28,,,
IDCJAC0009,070109,1953,01,29,,,
IDCJAC0009,070109,1953,01,30,,,
IDCJAC0009,070109,1953,01,31,,,
IDCJAC0009,070109,1953,02,01,,,
IDCJAC0009,070109,1953,02,02,,,
IDCJAC0009,070109,1953,02,03,,,
IDCJAC0009,070109,1953,02,04,,,
IDCJAC0009,070109,1953,02,05,,,
IDCJAC0009,070109,1953,02,06,,,
IDCJAC0009,070109,1953,02,07,,,
IDCJAC0009,070109,1953,02,08,,,
IDCJAC0009,070109,1953,02,09,,,
IDCJAC0009,070109,1953,02,10,,,
IDCJAC0009,070109,1953,02,11,,,
IDCJAC0009,070109,1953,02,12,,,
IDCJAC0009,070109,1953,02,13,,,
IDCJAC0009,070109,1953,02,14,,,
IDCJAC0009,070109,1953,02,15,,,
IDCJAC0009,070109,1953,02,16,,,
IDCJAC0009,070109,1953,02,17,,,
IDCJAC0009,070109,1953,02,18,,,
IDCJAC0009,070109,1953,02,19,,,
IDCJAC0009,070109,1953,02,20,,,
IDCJAC0009,070109,1953,02,21,,,
IDCJAC0009,070109,1953,02,22,,,
IDCJAC0009,070109,1953,02,23,,,
IDCJAC0009,070109,1953,02,24,,,
IDCJAC0009,070109,1953,02,25,,,
IDCJAC0009,070109,1953,02,26,,,
IDCJAC0009,070109,1953,02,27,,,
IDCJAC0009,070109,1953,02,28,,,
IDCJAC0009,070109,1953,03,01,,,
IDCJAC0009,070109,1953,03,02,,,
IDCJAC0009,070109,1953,03,03,,,
IDCJAC0009,070109,1953,03,04,,,
IDCJAC0009,070109,1953,03,05,,,
IDCJAC0009,070109,1953,03,06,,,
IDCJAC0009,070109,1953,03,07,,,
IDCJAC0009,070109,1953,03,08,,,
IDCJAC0009,070109,1953,03,09,,,
IDCJAC0009,070109,1953,03,10,,,
IDCJAC0009,070109,1953,03,11,,,
IDCJAC0009,070109,1953,03,12,,,
IDCJAC0009,070109,1953,03,13,,,
IDCJAC0009,070109,1953,03,14,,,
IDCJAC0009,070109,1953,03,15,,,
IDCJAC0009,070109,1953,03,16,,,
IDCJAC0009,070109,1953,03,17,,,
IDCJAC0009,070109,1953,03,18,,,
IDCJAC0009,070109,1953,03,19,,,
IDCJAC0009,070109,1953,03,20,,,
IDCJAC0009,070109,1953,03,21,,,
IDCJAC0009,070109,1953,03,22,,,
IDCJAC0009,070109,1953,03,23,,,
IDCJAC0009,070109,1953,03,24,,,
IDCJAC0009,070109,1953,03,25,,,
IDCJAC0009,070109,1953,03,26,,,
IDCJAC0009,070109,1953,03,27,,,
IDCJAC0009,070109,1953,03,28,,,
IDCJAC0009,070109,1953,03,29,,,
IDCJAC0009,070109,1953,03,30,,,
IDCJAC0009,070109,1953,03,31,,,
IDCJAC0009,070109,1953,04,01,,,
IDCJAC0009,070109,1953,04,02,,,
IDCJAC0009,070109,1953,04,03,,,
IDCJAC0009,070109,1953,04,04,,,
IDCJAC0009,070109,1953,04,05,,,
IDCJAC0009,070109,1953,04,06,,,
IDCJAC0009,070109,1953,04,07,,,
IDCJAC0009,070109,1953,04,08,,,
IDCJAC0009,070109,1953,04,09,,,
IDCJAC0009,070109,1953,04,10,,,
IDCJAC0009,070109,1953,04,11,,,
IDCJAC0009,070109,1953,04,12,,,
IDCJAC0009,070109,1953,04,13,,,
IDCJAC0009,070109,1953,04,14,,,
IDCJAC0009,070109,1953,04,15,,,
IDCJAC0009,070109,1953,04,16,,,
IDCJAC0009,070109,1953,04,17,,,
IDCJAC0009,070109,1953,04,18,,,
IDCJAC0009,070109,1953,04,19,,,
IDCJAC0009,070109,1953,04,20,,,
IDCJAC0009,070109,1953,04,21,,,
IDCJAC0009,070109,1953,04,22,,,
IDCJAC0009,070109,1953,04,23,,,
IDCJAC0009,070109,1953,04,24,,,
IDCJAC0009,070109,1953,04,25,,,
IDCJAC0009,070109,1953,04,26,,,
IDCJAC0009,070109,1953,04,27,,,
IDCJAC0009,070109,1953,04,28,,,
IDCJAC0009,070109,1953,04,29,,,
IDCJAC0009,070109,1953,04,30,,,
IDCJAC0009,070109,1953,05,01,,,
IDCJAC0009,070109,1953,05,02,,,
IDCJAC0009,070109,1953,05,03,,,
IDCJAC0009,070109,1953,05,04,,,
IDCJAC0009,070109,1953,05,05,,,
IDCJAC0009,070109,1953,05,06,,,
IDCJAC0009,070109,1953,05,07,,,
IDCJAC0009,070109,1953,05,08,,,
IDCJAC0009,070109,1953,05,09,,,
IDCJAC0009,070109,1953,05,10,,,
IDCJAC0009,070109,1953,05,11,,,
IDCJAC0009,070109,1953,05,12,,,
IDCJAC0009,070109,1953,05,13,,,
IDCJAC0009,070109,1953,05,14,,,
IDCJAC0009,070109,1953,05,15,,,
IDCJAC0009,070109,1953,05,16,,,
IDCJAC0009,070109,1953,05,17,,,
IDCJAC0009,070109,1953,05,18,,,
IDCJAC0009,070109,1953,05,19,,,
IDCJAC0009,070109,1953,05,20,,,
IDCJAC0009,070109,1953,05,21,,,
IDCJAC0009,070109,1953,05,22,,,
IDCJAC0009,070109,1953,05,23,,,
IDCJAC0009,070109,1953,05,24,,,
IDCJAC0009,070109,1953,05,25,,,
IDCJAC0009,070109,1953,05,26,,,
IDCJAC0009,070109,1953,05,27,,,
IDCJAC0009,070109,1953,05,28,,,
IDCJAC0009,070109,1953,05,29,,,
IDCJAC0009,070109,1953,05,30,,,
IDCJAC0009,070109,1953,05,31,,,
IDCJAC0009,070109,1953,06,01,,,
IDCJAC0009,070109,1953,06,02,,,
IDCJAC0009,070109,1953,06,03,,,
IDCJAC0009,070109,1953,06,04,,,
IDCJAC0009,070109,1953,06,05,,,
IDCJAC0009,070109,1953,06,06,,,
IDCJAC0009,070109,1953,06,07,,,
IDCJAC0009,070109,1953,06,08,,,
IDCJAC0009,070109,1953,06,09,,,
IDCJAC0009,070109,1953,06,10,,,
IDCJAC0009,070109,1953,06,11,,,
IDCJAC0009,070109,1953,06,12,,,
IDCJAC0009,070109,1953,06,13,,,
IDCJAC0009,070109,1953,06,14,,,
IDCJAC0009,070109,1953,06,15,,,
IDCJAC0009,070109,1953,06,16,,,
IDCJAC0009,070109,1953,06,17,,,
IDCJAC0009,070109,1953,06,18,,,
IDCJAC0009,070109,1953,06,19,,,
IDCJAC0009,070109,1953,06,20,,,
IDCJAC0009,070109,1953,06,21,,,
IDCJAC0009,070109,1953,06,22,,,
IDCJAC0009,070109,1953,06,23,,,
IDCJAC0009,070109,1953,06,24,,,
